sender,message
lilach, סתם לא עשיתי את זה
lilach, חחחחחחחח יש לי באמת מלא דברים לעשות
lilach, אני חייבת לקנות מתנה לענבל
lilach, ומתנה גם לשירי כי יש לה יום הולדת
lilach, סתם אין לי כל כך הרבה
lilach, אין לי כלום
lilach, חחחחחחחחחחח
lilach, טוב מה אני יעשה שאין לי כלום
lilach, מזל שאני עובדת
lilach, יס
lilach, מה
lilach, אבל אתה לא בבית מחר
lilach, אני עובדת אבל איך נעשה
lilach, חחחחחח איך אתה אוהב להגיד את זה
lilach, לא יודעת נראה בחמישי
lilach, אני צריכה להביא ליובל חברה שלי את התיק של טל
lilach, שאני לא מסיימת כזה מאוחר
lilach, חחחחחחחח טוב לא יןדעת
lilach, אוף אני רעבה
lilach, ואמא שלי מבשלת
lilach, אלה תוך כדי בטלפון
lilach, אז לוקח לה זמן
lilach, לא יודעת
lilach, נירדמתי חחחחחח
lilach, חחחחח זה סוג של כישרון
lilach, חחחחחחחח
lilach, תודה מאמי שלי 💗
lilach, בוקר טוב יפה שלי 💗💗
lilach, אני אוהבת אותך!
lilach, הוא שלח את המייל!!!!!!!!
lilach, נו מתי אתה קםםםם
lilach, חחחחחחחח
lilach, צחוקים היום
lilach, איבדתי את הכומתה
lilach, הלכנו לאפסנאות
lilach, חחחחחח נפלה לי
lilach, כן
lilach, ואז מצאתי
lilach, <‎image omitted>
lilach, חחחחחח השמאלית שלי
lilach, הימנית זאת החדשה
lilach, אני אביא לך
lilach, ברוררררר
lilach, חחחחחחח מתי הלכת לישון?
lilach, סתם בהפסקה
lilach, חחחחחחחח
lilach, מהעושה?
lilach, הכי טוב
lilach, טוב מאמיייייייי
lilach, חחחחחחח כלום מה יש
lilach, טוב מאמייייייי שלייייייי
lilach, גם אני אוהבת אותך!
lilach, גםםםם אנייי מתגעגעת
lilach, איזה כיף שנבוא יום שישי
lilach, אה אמרתי לאמא שלי ראה
lilach, תראה
lilach, <‎image omitted>
lilach, חחחחחחחחחחחחח
lilach, חחחחחחח כן
lilach, לחן חחחח
lilach, חחחחחחח כן ברור
lilach, חחחחחחחח
lilach, גם ליייי
lilach, אני אצא לרוץ היום
lilach, ואני בסוף לא הולכת לסבתא שלי
lilach, היא לא בבית היום
lilach, כי אתה לא מקשיב לי
lilach, חחחח אחותי היום בלימודי ערב
lilach, כן
lilach, מקווה לצאת מוקדם
lilach, חן באה אליי ב7
lilach, חחחחחחחחחחח
lilach, לא יודעת
lilach, לא קבענו שעה חחחחח
lilach, חחחחחחח ישבתי איתה מקודם בהפסקה
lilach, חחחח ממש מצאת חי
lilach, מי
lilach, חחחחחחחחח
lilach, אני ארוץ איך שאחזור
lilach, לא
lilach, כלום
lilach, לא עשיתי כלום היום
lilach, וואי יורד ממש גשם
lilach, חכה ב2 ורבע אני אציק לו
lilach, חחחחחח אתה לא מבין אפילו איזה אדם
lilach, גשם
lilach, חחחחחחחחח מאוד אוהבת
lilach, וואי שירדתי מהאוטובוס היום
lilach, גם ירד ממש מבול
lilach, וירדה גם איזה עיוורת עם כלב
lilach, והיה לי מטריה
lilach, אז ליוויתי אותה
lilach, עד לשיעור שלה בוינגייט
lilach, מה זה חמודה
lilach, חחחחחחחחחחח התרגשתי מעצמי
lilach, בקיצור זהו אני מתרגשת
lilach, ביום שני באות הבנות החדשות
lilach, וזה כבר אומר שאני חצי רגל בחוץ
lilach, חחחחחחח לחוצה
lilach, לחוצה ומתרגשת
lilach, מפחיד
lilach, כבר בא לי
lilach, אמן וואי
lilach, עוד קצת וזהו
lilach, חחחחחחח רק שאני לא אתחרט
lilach, חס וחלילה
lilach, יואו זה שנה חמשושים
lilach, יאללה כבר בא לי
lilach, יואו אני כבר מודיעה לאנשים בבסיס שאני עוזבת
lilach, איזה חלום אמאלה
lilach, מצידי לא לקחת חופש ולשבת ללמד אותן הכל מא עד ת
lilach, עוד שנייה אני גם מביאה להן שיעורי בית
lilach, אני הולכת להיטחן פה ושהן לא יצאו הביתה אני יושבת איתן כל יום עד 5
lilach, ולא מעניין אותי כלום
lilach, חחחחחחחחחח לא ללכת הן כבר לא יכולות
lilach, עכשיו זה תורי
lilach, כן
lilach, חחחחחח עוד קצת מאמי
lilach, זהו שבוע הבא ואתה כבר יודע
lilach, שיואו אתה לא מבין איזה גשם וואו
lilach, משהו לא נורמלי
lilach, <‎image omitted>
lilach, חחחחחחח
lilach, תכין משהו
lilach, פסטה?
lilach, סלט?
lilach, תחמם איזה משהו
lilach, חחחחחחחחחח
lilach, אני אביא מאמי
lilach, מורן אמר שהוא הולך לעשות פיפי
lilach, וכבר עברו 20 דקות
lilach, חחחחחחח אוף
lilach, וגם יש כאן בנות שמחכות לו לשיחה לשיבוצים
lilach, לשלוח לו הודעה?
lilach, הוא יודע שהן אמורות להגיע
lilach, חחחחחח שלחתי
lilach, חחחחח כן עף
lilach, חחחחח לא עשיתי עוד איזה משהו
lilach, יש מחר מיון
lilach, כןןןןןןןןן
lilach, בוא נאכל מתישהוווו
lilach, חחחחח ראיתי שלשום
lilach, חחחחחח כן נו
lilach, נו מה זה פיצה
lilach, בצק
lilach, עם גבינה
lilach, חחחחחחחחח יש שם בבש?
lilach, יש בבש פיצה האט ?
lilach, חחחחחחחחח מאיפה לי
lilach, חחחחחח
lilach, טוב אני עכשיו יוצאתת
lilach, רק מביאה לו משהו אחרון
lilach, ובחוץ
lilach, הפסיק הגשם
lilach, חייים שלי איזה חתיך אתה!!!!! ❤❤❤❤❤ אני מאוהבת בך!!!!!
lilach, תלמד אל תענהההה לי אפילו אין צורךךךךך
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, חיים שלייי
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, כן!
lilach, <‎audio omitted>
lilach, מאמי?
lilach, שלחתי שבוע הבא שני שלישי שישי
lilach, חחחחחחחחחחחחח
lilach, רואה
lilach, אמרו שהחשש היחידי זה שיהיה לזה מתחרה
lilach, כן אני מתכוונת ברמה שלו
lilach, היה על זה בדיוק כתבה
lilach, חחחחחח הלהבתי אותכם
lilach, יוצאת ליולייי
lilach, אה מאמי
lilach, סורי הייתי בנהיגה
lilach, נו קנה?
lilach, חחחחחחחחח אוי
lilach, יואוווו  שבעעעע
lilach, חחחחחח יש כספומטים בתא
lilach, תוך שנייה
lilach, כן סימון עשה
lilach, אם סימון הצליח אתם בטוח תצליחו
lilach, אה
lilach, הבנתי
lilach, טוב אם ירד אז עזוב מאמי
lilach, נהיה עשירים לבד
lilach, חחחחחחחחחחחחח
lilach, יס
lilach, <‎image omitted>
lilach, ניראה לך שהסתדר
lilach, מכאן רק אפשר לרדת
lilach, חחחחחחחחחח
lilach, כן חחחח
lilach, עושות צחוקים
lilach, חחחחח כן
lilach, חיייים שלי חתיך!!! 💗💗💗💗
lilach, בקפה שקד
lilach, אתה?
lilach, חייים שלי
lilach, מהנדס ❤❤
lilach, <‎image omitted>
lilach, יאללה חיים שלי תלמד
lilach, אני גאה בך
lilach, חחחחחח
lilach, טוב חיים שלי
lilach, אני אוהבת אותך !
lilach, בוקר טוב יפה שלי ❤❤אני אוהבת אותך
lilach, היייי
lilach, יש פריסת שחרור
lilach, למישהו מהשקם
lilach, חחחחח תישן למה להעיר
lilach, אה מאמי
lilach, סליחה
lilach, שכחתי
lilach, בוטל
lilach, הוא לא הביא אישור רפואי הילד
lilach, חחחחחחח יצאתי הביתה
lilach, חחחחחחחחח כן
lilach, <‎image omitted>
lilach, קיצור מאמי
lilach, אני מחכה לאוטובוס
lilach, למדת עד מאוחר אתמול?
lilach, מתי אתה יוצא היום?
lilach, טוב מאמי שלי
lilach, כן אני מקווה שהיא תהיה בבית
lilach, אז יכול להיות שהיא לא תהיה בבית ואני אבוא אלייך
lilach, גם אני יפה שלייי
lilach, מאמי
lilach, איזה עוגה אתה יותר אוהב
lilach, תפוזים או שוקולד ?
lilach, חחח תענה שנייה
lilach, תפוזים עם מעל כזה שוקולד גם
lilach, אה כן?
lilach, <‎image omitted>
lilach, כזאת ומעל זה שכבה של שוקולד
lilach, כן?
lilach, חחחחחח יופי כי אני רוצה להכין עוגה למחר
lilach, ומתלבטת איזה
lilach, כי זה גם צריך להיות פרווה
lilach, כןן מאמי אבל בא לי
lilach, אז תפוזים
lilach, סגור
lilach, חחחחחח אני מאוהבת בך
lilach, <‎image omitted>
lilach, חחחחחחחחחחחחח
lilach, כלום מאמי
lilach, חחחחחחח כן
lilach, עכשיו יורדת מהתחנה
lilach, <‎image omitted>
lilach, חחחחח תודה מאמי
lilach, מה אתה עושה?
lilach, טוב חיים שלי לא אפריע לך
lilach, בהצלחה מאמי שלי!
lilach, אני אוהבת אותך!
lilach, ❤❤❤
lilach, חחחחחחחח אתה במצב הזה כבר מאתמול
lilach, כבר יש לי תמונה כזאת שלך
lilach, חחחחחחחחחחח
lilach, טוב מאמי תלמד תלמד
lilach, יש לך עד הערב
lilach, טוב מאמי
lilach, חחחחחחחח מי עוד חסר טעם כמוך ואוכל בלי ריבה??
lilach, <‎image omitted>
lilach, תודה מאמי ❤
lilach, הייייי מאמי
lilach, התגעגעתי אלייך
lilach, יואו מאמי
lilach, ראית
lilach, על החייל שמת
lilach, מהנחל
lilach, היום
lilach, בערד
lilach, רצחו אותו
lilach, כן בא לי לבכות
lilach, <‎image omitted>
lilach, אין לי מושג
lilach, בדיוק מקפלות
lilach, יש פה שולחן רק
lilach, שקיבל חשבון
lilach, גדול
lilach, אתה בבר?
lilach, כן
lilach, למה הביתה כל כך מהר?
lilach, כן מאמי
lilach, התגעגעתי
lilach, רוצה שאני אבוא אליעך כשאני אחזור?
lilach, <‎audio omitted>
lilach, לא מאמי לא צריך עכשיו דיברתי איתה היא בפשפשים אני אלך לשים לה את התיק באוטו
lilach, ואחרי זה אבוא אלייך
lilach, כן מאמי
lilach, איפה אתה
lilach, עכשיו סיימנו
lilach, קיצור אז חן רעבה
lilach, אולי אני אלך איתה רגע היא תקנה סודוך תארוז ונביא לחברה את התיק
lilach, ואני ארד אצלך
lilach, כן זה כבר כאן זה בפשפשים
lilach, טוב מאמי
lilach, אבל אם תהיה כבר עייף אז תגיד לי שאני לא אבוא סתם
lilach, חחחחחח טוב מאמי
lilach, אני אגיד לך שנחזור
lilach, תגיד לי מה הליז
lilach, חיים שלי
lilach, הכל טוב?
lilach, אתה נשמע מבואס
lilach, טוב יפה שלי
lilach, אני אוהבת אותך!
lilach, לילה טוב חיים שלי
lilach, עכשיו חזרתי הביתה מאמי
lilach, אה אתה ער
lilach, חחחח אה
lilach, התגעגעתייייייי
lilach, בוקר טוב חיים שלי ❤
lilach, <‎video omitted>
lilach, <‎image omitted>
lilach, אחרי המבחן?
lilach, או לפני?
lilach, חחחחחח
lilach, בבית
lilach, מחכה לחן
lilach, היא תבוא אני אעשה לה דיסק
lilach, לא יודעת אם אני אהיה בבית מאמי
lilach, תתקשר אלי שתביים
lilach, לסופר
lilach, ❤❤❤
lilach, טוב חיים שלי
lilach, בדיוק חשבתי לעצמי מתי אתה מסיים חחחחח
lilach, קיצור עשינו ציפוי שוקולד לעוגה
lilach, עכשיו הולכות שנייה לקניון חן רוצה להחליף מכנס
lilach, לא בסוף לא צריך סופר
lilach, קיצור תגיד רגע
lilach, מתי נוסעים לבאר שבע?
lilach, מתי יוצאים כאילו
lilach, טוב סבבה
lilach, אני אחזור אני אתארגן כבר והכל ואני אבוא אלייך שאני אהיה מוכנה
lilach, אמממ אבקש מסימון או מאבא
lilach, חחחחחחח יואו
lilach, טוב מאמי
lilach, חחחחחח לא ניראה לי נחמו עכשיו איפה שהמפגש
lilach, חחחחחחחחח
lilach, בגינדי
lilach, איפה אתה מאמי
lilach, טוב מאמי
lilach, עכשיו יוצאות הביתה
lilach, וואי אני גוועת
lilach, יואו ניראה לי אני באמת באה
lilach, חחחחח אני בדרך
lilach, סבבה
lilach, אני גם צריכה להתלבש וזה
lilach, טוב מאמי
lilach, אז אני באה
lilach, אתה גם רעב?
lilach, יופי חחחחח
lilach, חחחחחחח תודה חיים שלי אני אוהבת אותך הכי בעולם ומתגעגעת!!! ❤❤❤
lilach, טוב מאמי
lilach, כמה דקות בבית
lilach, אני גמורה
lilach, אני הולכת ישר לישון
lilach, לא
lilach, אני עייפה
lilach, כן אני סחוטה
lilach, עכשיו מאמי בדיוק עולה
lilach, טוב חיים שלי
lilach, אני אוהבת אותך
lilach, איך נירדמתי וואו
lilach, היה מה זה כיף אתמול מאמי
lilach, חחחחחחח אוהד כבר סיים אותה?
lilach, חחחחחחחחחחחח
lilach, חחחחחחחחחחחח
lilach, כן שמחתי לבואאא
lilach, ולראות את החדר שלך
lilach, כןןןן וואי
lilach, חחחחחח אל תמחק את זה!!!!!
lilach, גם אני אוהבת אותך! ❤❤
lilach, בדרך לאןת
lilach, לאחותי
lilach, גל
lilach, <‎image omitted>
lilach, חחחחחחחח כן
lilach, חחחחחחחחחחחחחח
lilach, היי
lilach, היינו אצל אחותי ואז אצל סבתא שלי
lilach, ועכשיו לוקחות את נוי מזרחי
lilach, שאלה יפה
lilach, חחחחחחח
lilach, תודה מאמי שלי
lilach, אתה לומד?
lilach, יופי חיים שלי
lilach, מה קורה
lilach, טוב חיים שלי
lilach, נו סיימת את שני המבחנים?
lilach, בבית
lilach, התגעגעתי
lilach, כן וואי
lilach, וואי
lilach, מוקדם
lilach, אל תלמד עד מאוחר
lilach, תעשה אימון עכשיו
lilach, זה טוב
lilach, אה אוף
lilach, חבל
lilach, גם אפשרייי
lilach, טוב מאמי שלי
lilach, סתם ישבנו אצל נוי בחצר
lilach, ואמרנו שנלך לאכול בערב
lilach, כן ניראה לי אני אלך לישון שעה
lilach, אני ארוץ לפני שנלך כן
lilach, כן וואי
lilach, חבל
lilach, תרוץ לכאן
lilach, חחחחחחח תודה
lilach, חחחחח מה
lilach, מאמי
lilach, !!
lilach, חחחחחחח גם אני אוהבת אותך!!!!!
lilach, כן ניראה לי
lilach, בוקר טוב מאמי 💗
lilach, אני הולכת עם גל להליכה ואז אני אעשה לה אימון
lilach, כל הכבוד חיים שלי!!!!
lilach, אני הכי גאה בך בעולם
lilach, <‎image omitted>
lilach, נו שאלת את קורן ואוהד עליי
lilach, כן עכשיו בדרך הסיתה
lilach, מתקלחות
lilach, והולכות לאכול
lilach, חחחחחחחחח מהשקרניות נאכל סלט
lilach, חחחחחחחחחח
lilach, סחטת את זה ממנו
lilach, עכשיו הגענו חחחחחח
lilach, חחחחחחחח תודה מאמי
lilach, מצאנווו כפיל שלךךךךך
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, אתה לא מבין איך הוא דומה לך במציאות
lilach, וואו
lilach, חחחחחח אתה יותר ממאמי
lilach, חחחחחחחחח כן גל צילמה
lilach, חחחחחחחחחחחחחח
lilach, הוא קלט קלט
lilach, חחחחחחח לא
lilach, לא איזה
lilach, מחכות בתור
lilach, 14 לפנינו!
lilach, חחחחחח לא טעים כאן זה שווה את זה
lilach, אני גל נוי מזרחי יולי וליזי
lilach, נועה קירל וברק שמיר!!!
lilach, כאן
lilach, בעובד בכפר
lilach, חחחחחחחחחחחח
lilach, <‎image omitted>
lilach, חחחחחח שיפוד אנטריקוט
lilach, חחחחחחחחחחח
lilach, הזמנו קינוח
lilach, חחחחחחחחח
lilach, אתה נשאר ער? או הולך לישון?
lilach, כי בא לי לדבר איתך לפני שאני אלך לישון
lilach, טוב מאמי שלי
lilach, לילה טוב חיים שלי אני מאוהבת בך!!!! ❤❤❤❤❤❤❤❤❤❤❤
lilach, בוקר טוב יפה שלי!! בהצלחה במבחן תפציץ! ❤
lilach, תתקשר כשמסתיים
lilach, יש לך שיעור היום??
lilach, ככה זה מרגיש שאני לא עונה?  😥
lilach, חחחחחחחחחחחחח
lilach, רק שיעור אחד?
lilach, אה
lilach, חחחחחח
lilach, בהצלחה
lilach, כלום הורדתי לק
lilach, חחחחחחחחח די אני מחכה למורן
lilach, אוף אין לי כאן משייף
lilach, עינבאל באה עוד חצי שעה להפסקה ונאכל
lilach, כן
lilach, חחחחחחח כן אמו
lilach, מאוד
lilach, חחחחחחחחחחחח
lilach, חחחחחחחח יואו מאמי אני לאאאאאא
lilach, יא
lilach, מתי עשיתי את זההה
lilach, ישראל
lilach, לא יודעת
lilach, מה רציתי לכתוב חחחחחח
lilach, אני באמצע חחחחחחח סליחה מאמי
lilach, טוב מאמי
lilach, טוב מאמי מה איתך
lilach, יכולה לדבר קצת
lilach, סורי מאמי מורן חזר אני אשב איתו על דברים ואתקשר אחרי זה
lilach, קיצור מאמי
lilach, יצאתי הביתה
lilach, אני בעננים וואי מחר הבנות החדשות יבואו
lilach, ומורן התחיל להבין שיש מלא דברים לעשות
lilach, הוא מחר אמר שהוא לא ילך ללימודים שהוא ישאר כאן
lilach, ונעשה את הכל וכבר יגיעו הבנות
lilach, זהו אני מתחילה לתקתק
lilach, תודה מאמי שלי
lilach, אתה הולך להתאמן היום?
lilach, גם אני מאמי מאוד!!!!
lilach, אתה לא מבין כמההההההה
lilach, בא לי חיבוק חזק חזק
lilach, ונשיקה
lilach, אני אוהבת אותך הכי בעולםםםםםםםם
lilach, טוב חייים שלי
lilach, ❤❤❤
lilach, אני אוהבת אותךךךךךךך
lilach, עוד לא
lilach, בדרך כאילו ירדתי מהאוטובוס
lilach, אני בכניסה לשכונה
lilach, גם אני!!!!!!!
lilach, הכי בעולם
lilach, מאמי
lilach, אני חושבת להגיד לליטן שיבוא איתי לריצה מה אתה אומר?
lilach, כן
lilach, חחחחחחחחח טוב מאמי
lilach, אני אוהבת אותך הכי בעולם
lilach, אני לא מצליחה להגיע לתוצאה טובה לבד
lilach, ואני מתחילה להילחץ מזה
lilach, גם לי באאאאאא
lilach, לא נורא מאמי יום רביעי נרוץ
lilach, לא מאמי עוד לא
lilach, טוב מאמי
lilach, עכשיו מתארגנת ויוצאת מאמי
lilach, כן חיים שלי
lilach, תודה מאמי שלי
lilach, <‎image omitted>
lilach, מאמי יצאתי מהמקלחת אני אתקשר עוד כמה דקות
lilach, מאמי
lilach, עלה הביטקוין
lilach, ל12 אלף
lilach, חייב לקנות
lilach, בסלון עם ההורים
lilach, אמרתי להם שאני עוברת בסיס
lilach, הם ממש כעסו
lilach, אבל יהיה בסדר
lilach, טוב מאמי מחכה
lilach, אני מתגעגעת מאמיייי
lilach, נו מאמי
lilach, איפה אתה
lilach, טובוש אני עושה כלים
lilach, בוקר טוב חייים שלי אני אוהבת אותך הכי בעולם!!! ❤❤❤
lilach, קמת???
lilach, חחחחחחח טוב שנזכרת
lilach, לחחחחחחח טוב מאמי עסוקים
lilach, תודה מאמי שלי ❤❤
lilach, היי
lilach, כןכן
lilach, כבר התחלתי חפיפה
lilach, קיצור מה שרציתי להגיד לך
lilach, שיש לי הרגשה שאני עוברת מוקדם יותר ומורן כאילו עושה לי הפתעה
lilach, ואני מתלבטת אם לקחת חופש יום חמישי הזה
lilach, כן אבל הקטע שזה כאילו יפגע להן בחפיפה
lilach, אני חושבת עדיין נראה
lilach, כי אחת מהן הולכת לרופא שיניים
lilach, רגע מה איתך
lilach, היה לך שיעור ?
lilach, למה
lilach, יואו
lilach, מתי הלכת לישון?
lilach, יואו
lilach, מההה למה כזה מאוחר
lilach, נו
lilach, חחחחחח
lilach, על הפנים מאמי
lilach, חבל
lilach, אתה צריך לישון מוקדם
lilach, ולקום מוקדם
lilach, ללמוד כל היום
lilach, היום תישן מוקדם
lilach, אל תישן צהריים
lilach, שתהיה עייף
lilach, גם אני מתגעגעת אלייך!!!!
lilach, כן חמודות ממש
lilach, אני צריכה לקנות מלא דברים לבסיס הסגור
lilach, ולקנות מתנה לענבל
lilach, ולא הלכתי לרופאה היום שוב
lilach, כן כזה הן הגיעו וישבנו וזה
lilach, אני צריכה עוד טייץ ופיגמה נורמלית
lilach, ובא לי לקנות סט אחד של מצעים של יחיד יפה
lilach, כי הכל אצלי לבן
lilach, וזה מכוער
lilach, וזה גם למיטה יותר גדולה
lilach, אה וסלסלה כזאת למקלחת
lilach, ששמים בה שמפו וזה
lilach, חחחחחח מתרגשת מאוד
lilach, לא נירדמתי כל הלילה
lilach, אה היה לי סיוט
lilach, שניים
lilach, חלמתי שההורים שלך שונאים אותי
lilach, ושהם רבים איתי
lilach, וזה היה שאנחנו גרים בחול חחחחחח
lilach, בבית ממש יפה
lilach, ואז אתה לא נמצא
lilach, ואז הם צעקו עליי
lilach, והלכתי בוכה
lilach, והלכתי גם לאיבוד
lilach, כי לא הכרתי כלום ולא היה לי סוללה
lilach, ואז מישהי ברחוב הביאה לי את האייפון שלה שאני אשתמש בוויז
lilach, והשני לא היה סיוט פשוט לא נירדמתי בגלל הפיגוע שהיה עם הלוחם מהנחל ופחדתי שאני אהיה שם
lilach, ויש שם מלא ערבים
lilach, חחחחחחחחחחח
lilach, יואו נכו
lilach, תשלח לו הודעה!!!
lilach, יואו אולי אני אשלח לו גםםםם
lilach, תשלח לי את המספר שלו
lilach, כן כן בוא
lilach, יופי
lilach, אני אקנה גם מה שאני צריכה
lilach, יש סגור יופי
lilach, יש יופי
lilach, יש לך עוד שיעור היום?
lilach, כמה שעות השיעור?
lilach, חחחחחחחח מהמלחיצות- מתי אנחנו?
lilach, <‎image omitted>
lilach, חחחחחחחחח מאמי יואו בא לי כבר שנגור ביחד
lilach, חחחחחחחחח כן
lilach, אה מאמי לא שלחתי למתן
lilach, רגע אני אחשוב מה לכתוב לו
lilach, חחחחחחחחחחחחחחחחחח
lilach, עאלק האוטו אצלי הסופש
lilach, <‎image omitted>
lilach, איזה חמוד אתה
lilach, טוב שלחתי
lilach, חחחחחחחחח חמודה
lilach, חחחחחחחחחחחחח יותר ממני
lilach, טוב מאמי אז אולי אני אחתום בחמישי הזה
lilach, מה לא בבית
lilach, אתה בבית
lilach, יום חמישי
lilach, לא?
lilach, אה
lilach, נכון
lilach, אז מה אני יעשה עם עצמי
lilach, טוב עזוב
lilach, אני אלך לבסיס
lilach, חחחחחחח לא רביעי לא טוב
lilach, בסדר בחנוכה אני אחתום
lilach, חחחחח כן
lilach, אבל עוד שנייה מורן יגיע
lilach, עושות טופס טיולים נכנס
lilach, יס
lilach, אני אראה כבר מתי
lilach, לא אעבור בבית נראה לי
lilach, יש ים דברים לעשות
lilach, כן
lilach, חחחחחח כן
lilach, חייים שלי
lilach, אני מאוהבת בך
lilach, גם לייייי
lilach, מהה
lilach, הודיעו כבר??
lilach, אה הלחצת אותי
lilach, אוף
lilach, כן באסה
lilach, לא נורא מאמי
lilach, עוד קצת
lilach, תתקשר לשאול שוב
lilach, ככה יהיה להם לחץ
lilach, וישלחו כבר
lilach, אה
lilach, טוב אז חכה אני מאמינה שעד חמישי ישלחו
lilach, די עוד קצת מאמי
lilach, די חס וחלילה
lilach, חחחחחחחח לא מאמי זה רק חלום
lilach, אל תדאג
lilach, <‎image omitted>
lilach, חחחחחחח
lilach, עם הבנות החדשות מכינות משהו למייל של מורן
lilach, טוב מאמי
lilach, בדרך לעבודההה
lilach, כן
lilach, נירדמתי באוטובוס
lilach, מורן נסע לתא גם אז נירדמתי
lilach, והוא צילם אותי ישנה
lilach, איפה אתה
lilach, חחחחח עכשיו בעזריאלי
lilach, אני כבר ארד ישר בעבודה
lilach, טוב מאמי
lilach, מחר אומרים מחר
lilach, מרגישה שלא ראיתי אותך שנים
lilach, לא נורא אני אחליף בגדים בינתיים
lilach, כי בבית אני לא אספיק לעבור במילא
lilach, וגם אנחנו בפקק קטן כזה לפני עזריאלי אני אגיע בול
lilach, קיצוק מאמי
lilach, אז אני מתגעגעת
lilach, אוף גם אני רוצה
lilach, כן עוד קצת
lilach, חחחחח כן אוף ראיתי אותך ממש קצת גם
lilach, עם ליזי
lilach, חחחחחחחח
lilach, נשארתי לבד באוטובוס
lilach, זה סבבה
lilach, לפעמים היא מדברת יותר מדי
lilach, עם לקוחות
lilach, במקום לעשות דבריםםםםם
lilach, ואז היא נתקעת על שולחן אחד של זוג
lilach, חחחחחחח משהו
lilach, תודה חיים שלי ❤
lilach, אין הרבה שולחנות אבל שולחן אחד מעצבן
lilach, כל רגע מחזירים דברים
lilach, אתה לא מבין איזה עצבנית אני
lilach, כן
lilach, מישהי חצופה ממש
lilach, חחחחחחחחח מאמי כבר כמעט התעצבנתי ושאלתי  מי זאתתת
lilach, בעבודה
lilach, עכשיו
lilach, מה איתך מאמי
lilach, איך היה היום
lilach, מונית
lilach, סימון ישן
lilach, עם ליזי
lilach, אוף מאמי הייתה לי משמרת מגעילה
lilach, קרה משהו? Yes
lilach, בלי היס חח
lilach, חחחחח אה טוב
lilach, עכשיו במונית
lilach, עם ליזי
lilach, יורדות אצלי
lilach, ואז אני אקפיץ אותה
lilach, כי גילינו בדרך
lilach, שהנהג ערבי
lilach, חחחחחחחח
lilach, חחחחחחח אז ירדנו בבית
lilach, וגיליתי שהאוטו לא כאן
lilach, חחחחחח כן מחכות למונית
lilach, טוב הינה
lilach, הלכה
lilach, אני גמורה איפ
lilach, אבל לפחות יצא לי 300 שקל
lilach, בוקר טוב יפה שלי שיהיה לך יום טוב אני מאוהבת בך 💗💗
lilach, חחחחחחח אוהבת אותך!
lilach, מאמי שומע
lilach, חוזרים לקןנדומים
lilach, זה ממש מסוכן לשכב ככה בלי כלום
lilach, והגלויות האלה זה ממש לא טוב זה משהו שאם מתחילים אז אסור להפסיק ואם מפסיקים זה פוגע ברחם
lilach, ולא בא לי בשביל זה
lilach, וזה מסוכן גם בלי קונדום כי יש טיפות כאלה קטנות גם
lilach, שגם מהם אפשר להיכנס להיריון
lilach, חחחחחחחחח
lilach, סליחה מאמי
lilach, כי עכשיו הייתי באוטובוס
lilach, ואיזה ילדה שהיא מהביהס שלי שנתיים מתחתיי
lilach, פתאום בנסיעה עמדה להתעלף
lilach, ומלא אנשים עזרו לה
lilach, ואז היא אמרה שהיא בהיריון
lilach, ונבהלתי
lilach, וגם חן פספסה אתמול גלולה ופחדה שהיא בהיריון כי היא ומעוז שכבו
lilach, קיצור זה מתחיל להלחיץ אותי
lilach, חחחחחחחחחחחח
lilach, יופי מאמי
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, חחחחחחחחחחחחח
lilach, אני גם חושבת
lilach, עוד תחנה
lilach, איך היה???
lilach, נשמע מגניב
lilach, וואו
lilach, אתה לא מבין אפילו
lilach, מה הולך
lilach, מה הלך
lilach, בסדר כבר הסתדרתי
lilach, אבל היה קשה חחחחח
lilach, מלא דברי ביום אחד
lilach, לא
lilach, איזה
lilach, רק עכשיו הרמתי את הראש
lilach, מהדפים האלה
lilach, עכשיו ענבל הכינה לי לאכול והלכה
lilach, טוב מאמי
lilach, יצאתייי
lilach, כן
lilach, מאמי אני תכף אתקשר
lilach, היי
lilach, חחחחחח בוקר טוב
lilach, טוב מאוד
lilach, לא בא לי לקום
lilach, חחחחחחחח
lilach, תודה על האישור
lilach, יאללה תחזור כבר
lilach, טוב מאמי
lilach, חחחחח רגע מאמי
lilach, תכף
lilach, גם אני חיייים שלי
lilach, בהיתי לך שעה בתמונה בוואטספ עכשיו
lilach, להיזכר איך אתה נראה
lilach, חחחחחחח חתיך!!!!!
lilach, מאוהבת בךךךך
lilach, בוא!
lilach, כןןןן
lilach, חחחחחח די אתה סתם אומר
lilach, רעבה
lilach, חחחחחחחחחחח אני מצטערת הכנתי לי פסטה עם גבינה אני גוועת
lilach, לא אכלתי כלום היום
lilach, חחחחחחחח די לא אכלתי מלא זמן אוף
lilach, אני גם רעבה ממש
lilach, מותר לי
lilach, ודי
